commune_code,commune,province,region,region_code,network,control_period,control_tiles,control_tests,control_devices_sum_across_tiles,control_download_mbps_test_weighted,control_upload_mbps_test_weighted,control_latency_ms_test_weighted,control_loaded_latency_down_ms_test_weighted,control_loaded_latency_up_ms_test_weighted,current_period,current_tiles,current_tests,current_devices_sum_across_tiles,current_download_mbps_test_weighted,current_upload_mbps_test_weighted,current_latency_ms_test_weighted,current_loaded_latency_down_ms_test_weighted,current_loaded_latency_up_ms_test_weighted,delta_download_mbps_test_weighted,delta_pct_download_mbps_test_weighted,delta_upload_mbps_test_weighted,delta_pct_upload_mbps_test_weighted,delta_latency_ms_test_weighted,delta_pct_latency_ms_test_weighted
2103,Sierra Gorda,Antofagasta,Región de Antofagasta,2.0,mobile,2026Q1,68.0,204.0,120.0,27.134,11.74,50.701,2208.813,1394.172,2026Q2,88.0,239.0,144.0,33.092,12.5,48.456,1926.605,1308.206,5.958,21.958,0.76,6.474,-2.245,-4.428
2104,Taltal,Antofagasta,Región de Antofagasta,2.0,fixed,2026Q1,40.0,364.0,102.0,273.462,234.838,20.508,321.907,358.835,2026Q2,40.0,343.0,105.0,324.141,272.099,18.117,242.534,389.303,50.679,18.532,37.261,15.867,-2.391,-11.659
2104,Taltal,Antofagasta,Región de Antofagasta,2.0,mobile,2026Q1,35.0,84.0,51.0,90.421,31.04,40.512,1441.095,854.476,2026Q2,43.0,153.0,70.0,73.518,19.475,43.941,1415.438,905.588,-16.903,-18.694,-11.565,-37.258,3.429,8.464
2201,Calama,El Loa,Región de Antofagasta,2.0,fixed,2026Q1,188.0,4597.0,1682.0,448.081,388.362,21.945,289.595,267.428,2026Q2,181.0,4060.0,1563.0,435.439,368.17,22.287,294.282,245.242,-12.642,-2.821,-20.192,-5.199,0.342,1.558
2201,Calama,El Loa,Región de Antofagasta,2.0,mobile,2026Q1,156.0,1004.0,480.0,93.026,24.088,44.402,1697.271,1122.134,2026Q2,169.0,1034.0,484.0,82.813,24.006,50.294,1835.123,1078.621,-10.213,-10.979,-0.082,-0.34,5.892,13.27
2202,Ollagüe,El Loa,Región de Antofagasta,2.0,fixed,2026Q1,3.0,8.0,4.0,154.726,20.699,29.25,141.125,438.0,2026Q2,1.0,1.0,1.0,418.311,19.995,29.0,44.0,36.0,263.585,170.356,-0.704,-3.401,-0.25,-0.855
2202,Ollagüe,El Loa,Región de Antofagasta,2.0,mobile,2026Q1,2.0,2.0,2.0,122.971,17.404,43.5,320.5,1090.0,2026Q2,2.0,4.0,2.0,6.472,1.7,103.0,3224.0,4585.5,-116.499,-94.737,-15.704,-90.232,59.5,136.782
2203,San Pedro de Atacama,El Loa,Región de Antofagasta,2.0,fixed,2026Q1,77.0,383.0,250.0,131.25,29.172,30.809,382.402,267.428,2026Q2,67.0,383.0,186.0,146.341,25.238,30.46,338.514,234.452,15.091,11.498,-3.934,-13.486,-0.349,-1.133
2203,San Pedro de Atacama,El Loa,Región de Antofagasta,2.0,mobile,2026Q1,47.0,261.0,103.0,58.65,16.023,69.218,1715.93,1514.95,2026Q2,36.0,146.0,78.0,52.152,13.047,74.342,1836.37,1692.267,-6.498,-11.079,-2.976,-18.573,5.124,7.403
2301,Tocopilla,Tocopilla,Región de Antofagasta,2.0,fixed,2026Q1,27.0,390.0,163.0,387.345,363.028,17.787,281.992,288.651,2026Q2,33.0,559.0,173.0,416.04,399.398,19.603,283.417,312.794,28.695,7.408,36.37,10.019,1.816,10.21
2301,Tocopilla,Tocopilla,Región de Antofagasta,2.0,mobile,2026Q1,22.0,127.0,55.0,98.453,21.207,34.079,2111.976,1055.087,2026Q2,24.0,176.0,78.0,87.603,22.79,36.091,2213.034,1436.409,-10.85,-11.02,1.583,7.465,2.012,5.904
2302,María Elena,Tocopilla,Región de Antofagasta,2.0,fixed,2026Q1,22.0,98.0,39.0,152.866,23.419,28.786,278.878,210.571,2026Q2,26.0,117.0,53.0,175.216,27.542,27.744,211.293,198.25,22.35,14.621,4.123,17.605,-1.042,-3.62
2302,María Elena,Tocopilla,Región de Antofagasta,2.0,mobile,2026Q1,23.0,55.0,43.0,35.096,12.447,56.636,1829.964,1927.509,2026Q2,32.0,165.0,63.0,29.532,12.489,82.503,1815.133,1649.127,-5.564,-15.854,0.042,0.337,25.867,45.672
3101,Copiapó,Copiapó,Región de Atacama,3.0,fixed,2026Q1,181.0,3809.0,1519.0,440.291,387.506,14.059,209.012,257.444,2026Q2,177.0,5096.0,1596.0,421.413,362.101,14.859,245.086,301.934,-18.878,-4.288,-25.405,-6.556,0.8,5.69
3101,Copiapó,Copiapó,Región de Atacama,3.0,mobile,2026Q1,154.0,832.0,445.0,89.904,22.814,32.142,2001.924,1209.636,2026Q2,158.0,1146.0,512.0,87.58,20.291,34.513,1900.322,1328.321,-2.324,-2.585,-2.523,-11.059,2.371,7.377
3102,Caldera,Copiapó,Región de Atacama,3.0,fixed,2026Q1,50.0,532.0,215.0,347.437,280.323,18.5,229.036,236.468,2026Q2,48.0,462.0,159.0,417.703,342.623,18.818,256.844,248.618,70.266,20.224,62.3,22.224,0.318,1.719
3102,Caldera,Copiapó,Región de Atacama,3.0,mobile,2026Q1,69.0,270.0,151.0,65.675,16.566,51.737,2009.187,1822.656,2026Q2,54.0,238.0,103.0,90.711,18.75,37.307,1655.71,1406.496,25.036,38.121,2.184,13.184,-14.43,-27.891
3103,Tierra Amarilla,Copiapó,Región de Atacama,3.0,fixed,2026Q1,53.0,357.0,137.0,327.897,259.383,17.171,324.179,203.294,2026Q2,52.0,256.0,121.0,283.808,214.025,16.301,321.691,343.727,-44.089,-13.446,-45.358,-17.487,-0.87,-5.067
3103,Tierra Amarilla,Copiapó,Región de Atacama,3.0,mobile,2026Q1,47.0,146.0,64.0,69.149,13.547,35.521,1719.815,1568.568,2026Q2,36.0,80.0,62.0,75.225,14.597,38.812,1248.425,1770.675,6.076,8.787,1.05,7.751,3.291,9.265
3201,Chañaral,Chañaral,Región de Atacama,3.0,fixed,2026Q1,32.0,257.0,85.0,424.169,251.087,19.49,270.856,163.763,2026Q2,29.0,362.0,90.0,451.371,286.478,27.298,494.489,254.53,27.202,6.413,35.391,14.095,7.808,40.062
3201,Chañaral,Chañaral,Región de Atacama,3.0,mobile,2026Q1,25.0,106.0,60.0,91.75,23.754,36.953,1383.585,1139.226,2026Q2,47.0,167.0,85.0,95.843,23.108,40.042,1293.199,936.036,4.093,4.461,-0.646,-2.72,3.089,8.359
3202,Diego de Almagro,Chañaral,Región de Atacama,3.0,fixed,2026Q1,40.0,191.0,85.0,327.311,280.917,21.56,157.346,171.634,2026Q2,51.0,237.0,112.0,250.776,160.148,20.013,254.215,231.996,-76.535,-23.383,-120.769,-42.991,-1.547,-7.175
3202,Diego de Almagro,Chañaral,Región de Atacama,3.0,mobile,2026Q1,35.0,156.0,84.0,104.98,21.496,40.353,1558.167,1172.391,2026Q2,42.0,217.0,102.0,84.826,23.435,38.484,1563.764,1074.718,-20.154,-19.198,1.939,9.02,-1.869,-4.632
3301,Vallenar,Huasco,Región de Atacama,3.0,fixed,2026Q1,98.0,1383.0,511.0,429.044,359.255,14.299,189.387,209.046,2026Q2,85.0,1540.0,450.0,486.525,431.679,12.526,176.11,183.879,57.481,13.397,72.424,20.159,-1.773,-12.399
3301,Vallenar,Huasco,Región de Atacama,3.0,mobile,2026Q1,77.0,341.0,166.0,74.214,18.104,42.657,1582.669,1298.481,2026Q2,87.0,397.0,169.0,99.88,20.927,37.242,1877.256,1498.341,25.666,34.584,2.823,15.593,-5.415,-12.694
3302,Alto del Carmen,Huasco,Región de Atacama,3.0,fixed,2026Q1,11.0,46.0,12.0,152.584,31.87,30.152,348.109,386.804,2026Q2,5.0,18.0,5.0,277.772,34.665,27.889,176.5,48.111,125.188,82.045,2.795,8.77,-2.263,-7.505
3302,Alto del Carmen,Huasco,Región de Atacama,3.0,mobile,2026Q1,22.0,48.0,24.0,48.886,7.501,48.479,1672.354,1660.812,2026Q2,10.0,19.0,11.0,57.711,25.852,59.632,1844.611,1362.737,8.825,18.052,18.351,244.647,11.153,23.006
3303,Freirina,Huasco,Región de Atacama,3.0,fixed,2026Q1,23.0,189.0,43.0,217.567,94.278,27.233,226.212,261.349,2026Q2,29.0,141.0,49.0,173.274,39.332,28.454,221.794,102.021,-44.293,-20.358,-54.946,-58.281,1.221,4.484
3303,Freirina,Huasco,Región de Atacama,3.0,mobile,2026Q1,23.0,201.0,56.0,84.437,18.014,55.443,1201.542,1355.214,2026Q2,29.0,167.0,56.0,80.855,15.531,37.311,1220.892,1419.413,-3.582,-4.242,-2.483,-13.784,-18.132,-32.704
3304,Huasco,Huasco,Región de Atacama,3.0,fixed,2026Q1,21.0,174.0,56.0,367.74,307.124,12.126,172.385,223.282,2026Q2,24.0,591.0,88.0,277.901,154.165,18.602,177.585,190.308,-89.839,-24.43,-152.959,-49.804,6.476,53.406
3304,Huasco,Huasco,Región de Atacama,3.0,mobile,2026Q1,25.0,245.0,89.0,119.745,23.03,43.241,1319.792,1194.151,2026Q2,25.0,226.0,83.0,118.787,23.602,32.403,1188.323,1240.491,-0.958,-0.8,0.572,2.484,-10.838,-25.064
4101,La Serena,Elqui,Región de Coquimbo,4.0,fixed,2026Q1,365.0,8117.0,3286.0,422.926,346.136,12.287,197.485,215.949,2026Q2,349.0,7525.0,2929.0,442.553,388.434,10.996,191.022,224.176,19.627,4.641,42.298,12.22,-1.291,-10.507
4101,La Serena,Elqui,Región de Coquimbo,4.0,mobile,2026Q1,235.0,1645.0,850.0,89.028,22.639,32.076,1616.716,1163.226,2026Q2,238.0,1652.0,791.0,98.904,23.044,30.292,1622.764,1242.712,9.876,11.093,0.405,1.789,-1.784,-5.562
4102,Coquimbo,Elqui,Región de Coquimbo,4.0,fixed,2026Q1,363.0,7386.0,2981.0,398.575,351.881,10.856,210.456,265.062,2026Q2,311.0,7603.0,2799.0,436.081,394.447,9.782,180.275,245.013,37.506,9.41,42.566,12.097,-1.074,-9.893
4102,Coquimbo,Elqui,Región de Coquimbo,4.0,mobile,2026Q1,305.0,1995.0,902.0,78.106,19.033,31.411,1704.754,1274.61,2026Q2,258.0,1297.0,648.0,87.385,18.76,33.985,1485.64,1329.436,9.279,11.88,-0.273,-1.434,2.574,8.195
4103,Andacollo,Elqui,Región de Coquimbo,4.0,fixed,2026Q1,16.0,117.0,38.0,463.507,324.021,5.239,258.974,385.009,2026Q2,18.0,117.0,41.0,282.703,221.988,18.299,287.897,243.205,-180.804,-39.008,-102.033,-31.49,13.06,249.284
4103,Andacollo,Elqui,Región de Coquimbo,4.0,mobile,2026Q1,22.0,42.0,30.0,109.241,21.24,31.524,1495.707,1013.762,2026Q2,22.0,53.0,32.0,93.767,22.957,30.83,1618.604,1147.679,-15.474,-14.165,1.717,8.084,-0.694,-2.201
4104,La Higuera,Elqui,Región de Coquimbo,4.0,fixed,2026Q1,15.0,30.0,17.0,147.059,69.448,28.467,450.9,580.267,2026Q2,13.0,43.0,26.0,335.73,230.2,14.047,264.698,376.884,188.671,128.296,160.752,231.471,-14.42,-50.655
4104,La Higuera,Elqui,Región de Coquimbo,4.0,mobile,2026Q1,25.0,111.0,32.0,48.459,7.565,80.604,1226.369,2290.216,2026Q2,28.0,108.0,41.0,99.368,10.714,41.917,1004.776,1529.63,50.909,105.056,3.149,41.626,-38.687,-47.996
4105,Paihuano,Elqui,Región de Coquimbo,4.0,fixed,2026Q1,18.0,51.0,26.0,97.606,18.55,37.686,340.686,364.51,2026Q2,12.0,59.0,17.0,112.127,21.637,29.932,292.695,526.22,14.521,14.877,3.087,16.642,-7.754,-20.575
4105,Paihuano,Elqui,Región de Coquimbo,4.0,mobile,2026Q1,41.0,144.0,74.0,66.577,12.598,43.861,1737.528,1595.819,2026Q2,25.0,91.0,36.0,64.095,11.31,31.912,1288.143,1426.844,-2.482,-3.728,-1.288,-10.224,-11.949,-27.243
4106,Vicuña,Elqui,Región de Coquimbo,4.0,fixed,2026Q1,63.0,309.0,132.0,269.666,206.011,13.744,310.246,361.343,2026Q2,72.0,486.0,141.0,298.119,245.722,14.504,217.294,349.564,28.453,10.551,39.711,19.276,0.76,5.53
4106,Vicuña,Elqui,Región de Coquimbo,4.0,mobile,2026Q1,62.0,154.0,93.0,97.003,19.449,32.123,1485.099,1129.851,2026Q2,50.0,171.0,74.0,96.607,25.563,29.865,1037.665,808.105,-0.396,-0.408,6.114,31.436,-2.258,-7.029
4201,Illapel,Choapa,Región de Coquimbo,4.0,fixed,2026Q1,94.0,902.0,255.0,362.994,273.828,16.021,274.34,280.153,2026Q2,88.0,754.0,246.0,394.216,323.701,13.595,284.936,381.436,31.222,8.601,49.873,18.213,-2.426,-15.143
4201,Illapel,Choapa,Región de Coquimbo,4.0,mobile,2026Q1,59.0,177.0,100.0,81.893,17.147,34.525,1876.576,1700.966,2026Q2,49.0,119.0,75.0,84.622,18.899,35.076,1695.686,1245.059,2.729,3.332,1.752,10.218,0.551,1.596
4202,Canela,Choapa,Región de Coquimbo,4.0,fixed,2026Q1,28.0,86.0,41.0,292.756,202.59,19.919,267.919,279.616,2026Q2,23.0,87.0,32.0,289.249,189.174,14.724,202.989,245.034,-3.507,-1.198,-13.416,-6.622,-5.195,-26.081
4202,Canela,Choapa,Región de Coquimbo,4.0,mobile,2026Q1,28.0,97.0,38.0,42.455,12.679,127.938,1348.812,2361.794,2026Q2,15.0,44.0,19.0,48.103,11.735,92.205,961.14,2798.886,5.648,13.303,-0.944,-7.445,-35.733,-27.93
4203,Los Vilos,Choapa,Región de Coquimbo,4.0,fixed,2026Q1,64.0,575.0,222.0,389.207,293.305,16.209,268.617,256.743,2026Q2,71.0,443.0,195.0,379.65,304.811,13.939,230.722,226.413,-9.557,-2.456,11.506,3.923,-2.27,-14.005
4203,Los Vilos,Choapa,Región de Coquimbo,4.0,mobile,2026Q1,99.0,544.0,237.0,67.017,14.251,110.369,1810.445,1499.89,2026Q2,87.0,381.0,127.0,69.31,13.98,78.457,1334.703,1562.701,2.293,3.422,-0.271,-1.902,-31.912,-28.914
4204,Salamanca,Choapa,Región de Coquimbo,4.0,fixed,2026Q1,112.0,537.0,244.0,243.499,170.204,15.851,342.565,364.06,2026Q2,88.0,469.0,214.0,228.789,175.32,11.574,256.464,442.34,-14.71,-6.041,5.116,3.006,-4.277,-26.983
4204,Salamanca,Choapa,Región de Coquimbo,4.0,mobile,2026Q1,84.0,243.0,142.0,75.862,18.249,71.267,1516.678,1261.609,2026Q2,78.0,272.0,138.0,62.956,16.196,46.82,1593.609,1228.225,-12.906,-17.012,-2.053,-11.25,-24.447,-34.303
4301,Ovalle,Limarí,Región de Coquimbo,4.0,fixed,2026Q1,172.0,2003.0,728.0,381.954,340.072,12.115,183.264,222.676,2026Q2,163.0,2101.0,722.0,407.545,368.703,10.017,192.773,227.756,25.591,6.7,28.631,8.419,-2.098,-17.317
4301,Ovalle,Limarí,Región de Coquimbo,4.0,mobile,2026Q1,153.0,606.0,288.0,69.692,19.125,33.38,1704.384,1437.85,2026Q2,123.0,570.0,293.0,73.872,17.905,34.004,1573.862,1389.979,4.18,5.998,-1.22,-6.379,0.624,1.869
4302,Combarbalá,Limarí,Región de Coquimbo,4.0,fixed,2026Q1,37.0,338.0,75.0,334.822,277.724,16.565,212.595,684.571,2026Q2,34.0,339.0,92.0,357.837,330.762,15.142,242.617,301.109,23.015,6.874,53.038,19.097,-1.423,-8.59
4302,Combarbalá,Limarí,Región de Coquimbo,4.0,mobile,2026Q1,27.0,110.0,47.0,116.029,21.519,53.318,1044.5,1126.791,2026Q2,28.0,107.0,54.0,94.876,25.26,31.43,920.636,1416.701,-21.153,-18.231,3.741,17.385,-21.888,-41.052
4303,Monte Patria,Limarí,Región de Coquimbo,4.0,fixed,2026Q1,51.0,283.0,115.0,406.122,358.755,12.724,163.569,234.035,2026Q2,56.0,291.0,105.0,419.153,326.172,9.698,173.079,284.955,13.031,3.209,-32.583,-9.082,-3.026,-23.782
4303,Monte Patria,Limarí,Región de Coquimbo,4.0,mobile,2026Q1,55.0,154.0,75.0,40.181,12.062,40.117,2039.627,1461.869,2026Q2,65.0,259.0,89.0,43.919,17.481,42.162,1986.472,1273.633,3.738,9.303,5.419,44.926,2.045,5.098
4304,Punitaqui,Limarí,Región de Coquimbo,4.0,fixed,2026Q1,21.0,71.0,32.0,408.937,268.359,11.0,232.873,193.465,2026Q2,17.0,60.0,25.0,519.537,385.739,48.667,334.75,310.933,110.6,27.046,117.38,43.74,37.667,342.427
4304,Punitaqui,Limarí,Región de Coquimbo,4.0,mobile,2026Q1,21.0,52.0,26.0,63.381,11.739,36.058,1244.837,1869.808,2026Q2,14.0,44.0,17.0,44.356,7.764,45.023,1032.023,2916.0,-19.025,-30.017,-3.975,-33.861,8.965,24.863
4305,Río Hurtado,Limarí,Región de Coquimbo,4.0,fixed,2026Q1,12.0,30.0,14.0,165.731,59.751,24.733,309.633,261.433,2026Q2,15.0,32.0,21.0,192.142,60.24,25.219,366.625,124.375,26.411,15.936,0.489,0.818,0.486,1.965
4305,Río Hurtado,Limarí,Región de Coquimbo,4.0,mobile,2026Q1,11.0,23.0,14.0,57.306,8.645,32.043,998.739,1097.435,2026Q2,38.0,73.0,40.0,95.963,20.145,34.89,898.042,987.753,38.657,67.457,11.5,133.025,2.847,8.885
5101,Valparaíso,Valparaíso,Región de Valparaíso,5.0,fixed,2026Q1,228.0,7060.0,2726.0,407.412,346.073,7.831,223.336,237.235,2026Q2,227.0,6047.0,2324.0,418.536,359.207,7.683,239.979,290.829,11.124,2.73,13.134,3.795,-0.148,-1.89
5101,Valparaíso,Valparaíso,Región de Valparaíso,5.0,mobile,2026Q1,232.0,1847.0,871.0,93.962,20.18,25.069,1462.292,1225.49,2026Q2,209.0,1777.0,747.0,97.719,19.763,24.749,1509.349,1508.438,3.757,3.998,-0.417,-2.066,-0.32,-1.276
5102,Casablanca,Valparaíso,Región de Valparaíso,5.0,fixed,2026Q1,115.0,972.0,293.0,230.513,146.224,20.838,280.415,274.289,2026Q2,124.0,768.0,280.0,270.44,213.382,14.509,249.529,212.711,39.927,17.321,67.158,45.928,-6.329,-30.372
5102,Casablanca,Valparaíso,Región de Valparaíso,5.0,mobile,2026Q1,137.0,397.0,208.0,76.962,17.673,39.431,1507.065,1352.894,2026Q2,113.0,335.0,176.0,76.004,14.521,33.997,1402.889,1156.495,-0.958,-1.245,-3.152,-17.835,-5.434,-13.781
5103,Concón,Valparaíso,Región de Valparaíso,5.0,fixed,2026Q1,69.0,2817.0,1010.0,406.63,334.378,8.375,227.519,212.033,2026Q2,68.0,2741.0,848.0,424.495,367.061,7.403,279.592,231.276,17.865,4.393,32.683,9.774,-0.972,-11.606
5103,Concón,Valparaíso,Región de Valparaíso,5.0,mobile,2026Q1,65.0,421.0,218.0,103.716,18.648,25.705,1424.344,1220.675,2026Q2,65.0,389.0,172.0,123.724,21.444,24.871,1310.997,1148.463,20.008,19.291,2.796,14.994,-0.834,-3.245
5105,Puchuncaví,Valparaíso,Región de Valparaíso,5.0,fixed,2026Q1,153.0,1196.0,517.0,328.247,270.463,12.135,315.666,277.777,2026Q2,111.0,710.0,255.0,359.413,287.129,7.932,361.606,332.489,31.166,9.495,16.666,6.162,-4.203,-34.635
5105,Puchuncaví,Valparaíso,Región de Valparaíso,5.0,mobile,2026Q1,110.0,503.0,270.0,93.016,18.571,28.308,1709.204,1248.899,2026Q2,94.0,340.0,147.0,160.744,28.788,21.444,1424.299,1264.693,67.728,72.813,10.217,55.016,-6.864,-24.248
5107,Quintero,Valparaíso,Región de Valparaíso,5.0,fixed,2026Q1,69.0,1120.0,388.0,422.184,374.395,8.366,212.829,185.079,2026Q2,72.0,1564.0,351.0,489.493,450.152,7.719,210.604,218.995,67.309,15.943,75.757,20.235,-0.647,-7.734
5107,Quintero,Valparaíso,Región de Valparaíso,5.0,mobile,2026Q1,83.0,438.0,213.0,70.359,14.964,29.5,1932.443,1545.845,2026Q2,65.0,259.0,129.0,103.445,22.699,22.849,1764.911,1213.598,33.086,47.025,7.735,51.691,-6.651,-22.546
5109,Viña del Mar,Valparaíso,Región de Valparaíso,5.0,fixed,2026Q1,262.0,11729.0,4557.0,421.57,353.462,7.504,230.912,228.962,2026Q2,249.0,11444.0,4095.0,436.858,381.386,6.818,247.507,231.053,15.288,3.626,27.924,7.9,-0.686,-9.142
5109,Viña del Mar,Valparaíso,Región de Valparaíso,5.0,mobile,2026Q1,226.0,3063.0,1234.0,108.068,25.818,25.832,1578.865,976.661,2026Q2,220.0,2521.0,1025.0,103.145,23.628,24.845,1655.75,1254.044,-4.923,-4.555,-2.19,-8.482,-0.987,-3.821
5301,Los Andes,Los Andes,Región de Valparaíso,5.0,fixed,2026Q1,75.0,1425.0,573.0,438.903,381.689,7.352,246.046,235.999,2026Q2,76.0,1721.0,655.0,425.819,374.128,7.472,210.523,208.04,-13.084,-2.981,-7.561,-1.981,0.12,1.632
5301,Los Andes,Los Andes,Región de Valparaíso,5.0,mobile,2026Q1,84.0,755.0,225.0,73.266,16.717,25.212,1261.334,1181.51,2026Q2,81.0,449.0,228.0,108.782,20.731,27.287,1236.408,1255.356,35.516,48.475,4.014,24.011,2.075,8.23
5302,Calle Larga,Los Andes,Región de Valparaíso,5.0,fixed,2026Q1,55.0,489.0,181.0,431.851,368.633,7.102,225.583,199.638,2026Q2,51.0,500.0,206.0,454.901,391.131,7.334,154.662,230.678,23.05,5.337,22.498,6.103,0.232,3.267
5302,Calle Larga,Los Andes,Región de Valparaíso,5.0,mobile,2026Q1,27.0,51.0,38.0,111.311,15.514,21.647,1243.667,1373.922,2026Q2,27.0,70.0,41.0,122.204,19.726,24.7,1495.4,1156.319,10.893,9.786,4.212,27.15,3.053,14.104
