comuna,comuna_nombre,region,region_nombre,operator,network_role,service_key,line_length_km,source_segments_intersecting,interpretation
3201,Chañaral,3,Atacama,Entel,RedAcceso_distribucion,entel_redacceso_distribucion,15.2724,65,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
3202,Diego de Almagro,3,Atacama,Claro,RedAcceso,claro_redacceso,5.2435,12,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
3202,Diego de Almagro,3,Atacama,Entel,RedAcceso_distribucion,entel_redacceso_distribucion,14.2763,66,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
3202,Diego de Almagro,3,Atacama,Entel,RedAcceso_primarias,entel_redacceso_primarias,2.2029,6,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
3301,Vallenar,3,Atacama,Claro,RedAcceso,claro_redacceso,28.8166,84,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
3301,Vallenar,3,Atacama,Entel,RedAcceso_distribucion,entel_redacceso_distribucion,47.0343,172,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
3301,Vallenar,3,Atacama,Entel,RedAcceso_primarias,entel_redacceso_primarias,10.771,22,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
3301,Vallenar,3,Atacama,Infraco,RedAcceso,infraco_redacceso,144.157,1433,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
3301,Vallenar,3,Atacama,VTR,RedAcceso_FTTH,vtr_redacceso_ftth,88.2131,594,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
3302,Alto del Carmen,3,Atacama,Entel,RedAcceso_distribucion,entel_redacceso_distribucion,3.6903,11,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
3303,Freirina,3,Atacama,Entel,RedAcceso_distribucion,entel_redacceso_distribucion,2.6247,14,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
3303,Freirina,3,Atacama,Entel,RedAcceso_primarias,entel_redacceso_primarias,43.6107,14,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
3304,Huasco,3,Atacama,Claro,RedAcceso,claro_redacceso,0.1862,1,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
3304,Huasco,3,Atacama,Entel,RedAcceso_distribucion,entel_redacceso_distribucion,17.2086,54,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
3304,Huasco,3,Atacama,Entel,RedAcceso_primarias,entel_redacceso_primarias,29.8797,11,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
4101,La Serena,4,Coquimbo,Claro,RedAcceso,claro_redacceso,342.7168,979,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
4101,La Serena,4,Coquimbo,Claro,RedAcceso_HFC,claro_redacceso_hfc,362.519,661,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
4101,La Serena,4,Coquimbo,Entel,RedAcceso_distribucion,entel_redacceso_distribucion,253.5942,953,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
4101,La Serena,4,Coquimbo,Entel,RedAcceso_primarias,entel_redacceso_primarias,79.697,158,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
4101,La Serena,4,Coquimbo,Infraco,RedAcceso,infraco_redacceso,779.2006,7551,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
4101,La Serena,4,Coquimbo,VTR,RedAcceso_FTTH,vtr_redacceso_ftth,230.9862,828,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
4102,Coquimbo,4,Coquimbo,Claro,RedAcceso,claro_redacceso,271.8853,788,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
4102,Coquimbo,4,Coquimbo,Claro,RedAcceso_HFC,claro_redacceso_hfc,313.3078,630,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
4102,Coquimbo,4,Coquimbo,Entel,RedAcceso_distribucion,entel_redacceso_distribucion,169.7961,635,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
4102,Coquimbo,4,Coquimbo,Entel,RedAcceso_primarias,entel_redacceso_primarias,57.5905,93,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
4102,Coquimbo,4,Coquimbo,Infraco,RedAcceso,infraco_redacceso,752.6978,7607,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
4102,Coquimbo,4,Coquimbo,VTR,RedAcceso_FTTH,vtr_redacceso_ftth,150.677,289,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
4103,Andacollo,4,Coquimbo,Claro,RedAcceso,claro_redacceso,1.2686,4,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
4103,Andacollo,4,Coquimbo,Entel,RedAcceso_distribucion,entel_redacceso_distribucion,8.5835,38,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
4103,Andacollo,4,Coquimbo,Entel,RedAcceso_primarias,entel_redacceso_primarias,1.104,1,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
4103,Andacollo,4,Coquimbo,VTR,RedAcceso_FTTH,vtr_redacceso_ftth,26.5172,23,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
4106,Vicuña,4,Coquimbo,Claro,RedAcceso,claro_redacceso,3.9256,6,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
4106,Vicuña,4,Coquimbo,Entel,RedAcceso_distribucion,entel_redacceso_distribucion,16.0962,61,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
4106,Vicuña,4,Coquimbo,Entel,RedAcceso_primarias,entel_redacceso_primarias,0.084,1,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
4106,Vicuña,4,Coquimbo,VTR,RedAcceso_FTTH,vtr_redacceso_ftth,79.9047,359,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
4201,Illapel,4,Coquimbo,Claro,RedAcceso,claro_redacceso,10.7997,37,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
4201,Illapel,4,Coquimbo,Entel,RedAcceso_distribucion,entel_redacceso_distribucion,18.4722,105,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
4201,Illapel,4,Coquimbo,Entel,RedAcceso_primarias,entel_redacceso_primarias,0.6978,2,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
4201,Illapel,4,Coquimbo,Infraco,RedAcceso,infraco_redacceso,88.6165,795,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
4201,Illapel,4,Coquimbo,VTR,RedAcceso_FTTH,vtr_redacceso_ftth,45.4318,275,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
4202,Canela,4,Coquimbo,Entel,RedAcceso_distribucion,entel_redacceso_distribucion,2.0101,5,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
4203,Los Vilos,4,Coquimbo,Claro,RedAcceso,claro_redacceso,9.9601,28,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
4203,Los Vilos,4,Coquimbo,Entel,RedAcceso_distribucion,entel_redacceso_distribucion,28.3026,122,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
4203,Los Vilos,4,Coquimbo,Entel,RedAcceso_primarias,entel_redacceso_primarias,16.5655,10,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
4203,Los Vilos,4,Coquimbo,VTR,RedAcceso_FTTH,vtr_redacceso_ftth,35.7607,252,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
4204,Salamanca,4,Coquimbo,Entel,RedAcceso_distribucion,entel_redacceso_distribucion,29.5815,158,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
4204,Salamanca,4,Coquimbo,Entel,RedAcceso_primarias,entel_redacceso_primarias,0.9937,3,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
4301,Ovalle,4,Coquimbo,Claro,RedAcceso,claro_redacceso,52.4393,156,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
4301,Ovalle,4,Coquimbo,Entel,RedAcceso_distribucion,entel_redacceso_distribucion,67.7447,272,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
4301,Ovalle,4,Coquimbo,Entel,RedAcceso_primarias,entel_redacceso_primarias,2.708,12,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
4301,Ovalle,4,Coquimbo,Infraco,RedAcceso,infraco_redacceso,312.0374,3164,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
4301,Ovalle,4,Coquimbo,VTR,RedAcceso_FTTH,vtr_redacceso_ftth,170.2507,1968,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
4302,Combarbalá,4,Coquimbo,Claro,RedAcceso,claro_redacceso,2.0114,6,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
4302,Combarbalá,4,Coquimbo,Entel,RedAcceso_distribucion,entel_redacceso_distribucion,6.3009,34,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
4302,Combarbalá,4,Coquimbo,Entel,RedAcceso_primarias,entel_redacceso_primarias,1.1848,2,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
4303,Monte Patria,4,Coquimbo,Claro,RedAcceso,claro_redacceso,3.7514,10,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
4303,Monte Patria,4,Coquimbo,Entel,RedAcceso_distribucion,entel_redacceso_distribucion,0.1418,2,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
5101,Valparaíso,5,Valparaíso,Claro,RedAcceso,claro_redacceso,371.1663,1744,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
5101,Valparaíso,5,Valparaíso,Claro,RedAcceso_HFC,claro_redacceso_hfc,332.3996,652,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
5101,Valparaíso,5,Valparaíso,Entel,RedAcceso_distribucion,entel_redacceso_distribucion,227.8138,1078,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
5101,Valparaíso,5,Valparaíso,Entel,RedAcceso_primarias,entel_redacceso_primarias,96.4731,201,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
5101,Valparaíso,5,Valparaíso,Infraco,RedAcceso,infraco_redacceso,693.7668,8440,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
5101,Valparaíso,5,Valparaíso,VTR,RedAcceso_FTTH,vtr_redacceso_ftth,79.2265,105,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
5102,Casablanca,5,Valparaíso,Claro,RedAcceso_HFC,claro_redacceso_hfc,21.7952,8,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
5102,Casablanca,5,Valparaíso,Entel,RedAcceso_distribucion,entel_redacceso_distribucion,29.1919,50,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
5102,Casablanca,5,Valparaíso,Entel,RedAcceso_primarias,entel_redacceso_primarias,7.6386,7,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
5102,Casablanca,5,Valparaíso,VTR,RedAcceso_FTTH,vtr_redacceso_ftth,64.8955,369,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
5103,Concón,5,Valparaíso,Claro,RedAcceso,claro_redacceso,61.4711,145,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
5103,Concón,5,Valparaíso,Claro,RedAcceso_HFC,claro_redacceso_hfc,102.4686,192,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
5103,Concón,5,Valparaíso,Entel,RedAcceso_distribucion,entel_redacceso_distribucion,60.6563,213,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
5103,Concón,5,Valparaíso,Entel,RedAcceso_primarias,entel_redacceso_primarias,11.1837,17,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
5103,Concón,5,Valparaíso,Infraco,RedAcceso,infraco_redacceso,196.5765,1484,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
5103,Concón,5,Valparaíso,VTR,RedAcceso_FTTH,vtr_redacceso_ftth,11.3859,18,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
5105,Puchuncaví,5,Valparaíso,Claro,RedAcceso,claro_redacceso,2.7951,10,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
5105,Puchuncaví,5,Valparaíso,Entel,RedAcceso_distribucion,entel_redacceso_distribucion,13.9207,32,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
5105,Puchuncaví,5,Valparaíso,Entel,RedAcceso_primarias,entel_redacceso_primarias,9.5029,12,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
5105,Puchuncaví,5,Valparaíso,VTR,RedAcceso_FTTH,vtr_redacceso_ftth,16.4206,19,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
5107,Quintero,5,Valparaíso,Claro,RedAcceso,claro_redacceso,3.2931,6,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
5107,Quintero,5,Valparaíso,Entel,RedAcceso_distribucion,entel_redacceso_distribucion,37.2545,100,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
5107,Quintero,5,Valparaíso,Entel,RedAcceso_primarias,entel_redacceso_primarias,20.3278,15,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
5107,Quintero,5,Valparaíso,Infraco,RedAcceso,infraco_redacceso,129.8295,1459,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
5107,Quintero,5,Valparaíso,VTR,RedAcceso_FTTH,vtr_redacceso_ftth,86.853,492,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
5109,Viña del Mar,5,Valparaíso,Claro,RedAcceso,claro_redacceso,514.7341,1586,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
5109,Viña del Mar,5,Valparaíso,Claro,RedAcceso_HFC,claro_redacceso_hfc,462.4591,849,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
5109,Viña del Mar,5,Valparaíso,Entel,RedAcceso_distribucion,entel_redacceso_distribucion,345.7683,1504,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
5109,Viña del Mar,5,Valparaíso,Entel,RedAcceso_primarias,entel_redacceso_primarias,181.4779,361,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
5109,Viña del Mar,5,Valparaíso,Infraco,RedAcceso,infraco_redacceso,1083.4712,11321,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
5109,Viña del Mar,5,Valparaíso,VTR,RedAcceso_FTTH,vtr_redacceso_ftth,84.7998,146,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
5301,Los Andes,5,Valparaíso,Claro,RedAcceso,claro_redacceso,113.417,381,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
5301,Los Andes,5,Valparaíso,Claro,RedAcceso_HFC,claro_redacceso_hfc,111.2241,264,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
5301,Los Andes,5,Valparaíso,Entel,RedAcceso_distribucion,entel_redacceso_distribucion,67.2279,251,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
5301,Los Andes,5,Valparaíso,Entel,RedAcceso_primarias,entel_redacceso_primarias,6.3981,19,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
5301,Los Andes,5,Valparaíso,Infraco,RedAcceso,infraco_redacceso,210.306,2286,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
5301,Los Andes,5,Valparaíso,VTR,RedAcceso_FTTH,vtr_redacceso_ftth,15.7129,20,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
5302,Calle Larga,5,Valparaíso,Claro,RedAcceso,claro_redacceso,7.5888,21,public regulatory RedAcceso linework clipped within commune; not retail service availability or geographic/population coverage
