period,hughesnet_connections,starlink_connections,two_named_satellite_providers_connections,starlink_share_of_two_named_providers_pct,two_named_providers_share_total_fixed_pct,starlink_share_total_fixed_pct,scope_note
2022-05,15191,3651,18842,19.376924,0.43007,0.083334,Operator proxy using Hughesnet and Starlink only; not a complete technology-total measure of satellite access
2022-06,15336,3885,19221,20.212268,0.434606,0.087844,Operator proxy using Hughesnet and Starlink only; not a complete technology-total measure of satellite access
2022-07,14608,4250,18858,22.536854,0.424052,0.095568,Operator proxy using Hughesnet and Starlink only; not a complete technology-total measure of satellite access
2022-08,14397,5415,19812,27.33192,0.442639,0.120982,Operator proxy using Hughesnet and Starlink only; not a complete technology-total measure of satellite access
2022-09,14377,7101,21478,33.061738,0.479294,0.158463,Operator proxy using Hughesnet and Starlink only; not a complete technology-total measure of satellite access
2022-10,13791,8671,22462,38.602974,0.498726,0.192523,Operator proxy using Hughesnet and Starlink only; not a complete technology-total measure of satellite access
2022-11,13327,11484,24811,46.285922,0.548427,0.253844,Operator proxy using Hughesnet and Starlink only; not a complete technology-total measure of satellite access
2022-12,12837,13391,26228,51.056123,0.588044,0.300232,Operator proxy using Hughesnet and Starlink only; not a complete technology-total measure of satellite access
2023-01,12447,16526,28973,57.039312,0.654317,0.373218,Operator proxy using Hughesnet and Starlink only; not a complete technology-total measure of satellite access
2023-02,12071,18248,30319,60.186682,0.684737,0.41212,Operator proxy using Hughesnet and Starlink only; not a complete technology-total measure of satellite access
2023-03,11685,21245,32930,64.515639,0.736089,0.474892,Operator proxy using Hughesnet and Starlink only; not a complete technology-total measure of satellite access
2023-04,11133,23100,34233,67.478749,0.765335,0.516439,Operator proxy using Hughesnet and Starlink only; not a complete technology-total measure of satellite access
2023-05,10720,26543,37263,71.231517,0.834962,0.594756,Operator proxy using Hughesnet and Starlink only; not a complete technology-total measure of satellite access
2023-06,10274,28671,38945,73.619207,0.873237,0.64287,Operator proxy using Hughesnet and Starlink only; not a complete technology-total measure of satellite access
2023-07,9876,30925,40801,75.794711,0.914445,0.693101,Operator proxy using Hughesnet and Starlink only; not a complete technology-total measure of satellite access
2023-08,9444,32355,41799,77.406158,0.928103,0.718409,Operator proxy using Hughesnet and Starlink only; not a complete technology-total measure of satellite access
2023-09,9165,34052,43217,78.793068,0.958829,0.755491,Operator proxy using Hughesnet and Starlink only; not a complete technology-total measure of satellite access
2023-10,8964,36391,45355,80.235917,1.003216,0.804939,Operator proxy using Hughesnet and Starlink only; not a complete technology-total measure of satellite access
2023-11,8655,38385,47040,81.600765,1.039897,0.848564,Operator proxy using Hughesnet and Starlink only; not a complete technology-total measure of satellite access
2023-12,8481,40934,49415,82.837195,1.092146,0.904703,Operator proxy using Hughesnet and Starlink only; not a complete technology-total measure of satellite access
2024-01,8164,45047,53211,84.657308,1.175071,0.994784,Operator proxy using Hughesnet and Starlink only; not a complete technology-total measure of satellite access
2024-02,8042,47607,55649,85.548707,1.230432,1.052618,Operator proxy using Hughesnet and Starlink only; not a complete technology-total measure of satellite access
2024-03,7891,50423,58314,86.468087,1.282173,1.108671,Operator proxy using Hughesnet and Starlink only; not a complete technology-total measure of satellite access
2024-04,7710,52523,60233,87.199708,1.315781,1.147357,Operator proxy using Hughesnet and Starlink only; not a complete technology-total measure of satellite access
2024-05,7556,54117,61673,87.748285,1.3418,1.177406,Operator proxy using Hughesnet and Starlink only; not a complete technology-total measure of satellite access
2024-06,7450,57655,65105,88.556946,1.411999,1.250423,Operator proxy using Hughesnet and Starlink only; not a complete technology-total measure of satellite access
2024-07,7235,59847,67082,89.214692,1.451972,1.295373,Operator proxy using Hughesnet and Starlink only; not a complete technology-total measure of satellite access
2024-08,7153,64631,71784,90.035384,1.545145,1.391177,Operator proxy using Hughesnet and Starlink only; not a complete technology-total measure of satellite access
2024-09,6979,67691,74670,90.653542,1.605464,1.45541,Operator proxy using Hughesnet and Starlink only; not a complete technology-total measure of satellite access
2024-10,6899,70117,77016,91.042121,1.650535,1.502683,Operator proxy using Hughesnet and Starlink only; not a complete technology-total measure of satellite access
2024-11,6811,72556,79367,91.418348,1.701347,1.555343,Operator proxy using Hughesnet and Starlink only; not a complete technology-total measure of satellite access
2024-12,6375,74271,80646,92.095082,1.719204,1.583303,Operator proxy using Hughesnet and Starlink only; not a complete technology-total measure of satellite access
2025-01,6189,78130,84319,92.660017,1.803242,1.670884,Operator proxy using Hughesnet and Starlink only; not a complete technology-total measure of satellite access
2025-02,6088,81963,88051,93.085825,1.869267,1.740023,Operator proxy using Hughesnet and Starlink only; not a complete technology-total measure of satellite access
2025-03,5966,86343,92309,93.536925,1.955195,1.828829,Operator proxy using Hughesnet and Starlink only; not a complete technology-total measure of satellite access
2025-04,5755,91393,97148,94.076049,2.053153,1.931525,Operator proxy using Hughesnet and Starlink only; not a complete technology-total measure of satellite access
2025-05,5634,95605,101239,94.434951,2.13319,2.014477,Operator proxy using Hughesnet and Starlink only; not a complete technology-total measure of satellite access
2025-06,5507,101468,106975,94.852068,2.25487,2.138791,Operator proxy using Hughesnet and Starlink only; not a complete technology-total measure of satellite access
2025-07,5390,104261,109651,95.084404,2.311981,2.198333,Operator proxy using Hughesnet and Starlink only; not a complete technology-total measure of satellite access
2025-08,5218,108166,113384,95.39794,2.377537,2.268122,Operator proxy using Hughesnet and Starlink only; not a complete technology-total measure of satellite access
2025-09,5179,119409,124588,95.843099,2.609752,2.501267,Operator proxy using Hughesnet and Starlink only; not a complete technology-total measure of satellite access
2025-10,5025,119563,124588,95.966706,2.601217,2.496302,Operator proxy using Hughesnet and Starlink only; not a complete technology-total measure of satellite access
2025-11,4916,116661,121577,95.956472,2.53968,2.436987,Operator proxy using Hughesnet and Starlink only; not a complete technology-total measure of satellite access
2025-12,4769,127539,132308,96.395532,2.758325,2.658902,Operator proxy using Hughesnet and Starlink only; not a complete technology-total measure of satellite access
2026-01,4673,137129,141802,96.70456,2.943595,2.846591,Operator proxy using Hughesnet and Starlink only; not a complete technology-total measure of satellite access
2026-02,4536,146417,150953,96.995091,3.119229,3.025499,Operator proxy using Hughesnet and Starlink only; not a complete technology-total measure of satellite access
2026-03,4409,156623,161032,97.262035,3.311577,3.220907,Operator proxy using Hughesnet and Starlink only; not a complete technology-total measure of satellite access
2026-04,4199,160189,164388,97.445677,3.369911,3.283833,Operator proxy using Hughesnet and Starlink only; not a complete technology-total measure of satellite access
2026-05,4222,164294,168516,97.4946,3.451496,3.365022,Operator proxy using Hughesnet and Starlink only; not a complete technology-total measure of satellite access
2026-06,4146,169445,173591,97.611627,3.542407,3.457801,Operator proxy using Hughesnet and Starlink only; not a complete technology-total measure of satellite access
